game_id	player_id	sector_id	tic	timestamp	x	y	z	angle	momx	momy	health	armor	ammo
1	1	17	81	2025-03-10 09:00:02.314286	1500.0000	746.3106	1.5139	0.025575	-7.1793	-0.2599	123	50	200
1	1	17	82	2025-03-10 09:00:02.342857	1500.0000	746.0524	1.6208	-0.037790	-4.2332	-0.2582	122	49	198
1	1	17	83	2025-03-10 09:00:02.371429	1500.0000	745.5747	1.8702	0.033505	-4.7984	-0.4777	123	49	195
1	1	17	84	2025-03-10 09:00:02.400000	1500.0000	745.4365	1.6091	0.042602	-8.9440	-0.1382	125	50	198
1	1	17	85	2025-03-10 09:00:02.428571	1500.0000	744.2497	1.4894	-0.062215	-7.6961	-1.1868	125	49	195
1	1	17	86	2025-03-10 09:00:02.457143	1500.0000	743.8738	1.7733	0.020323	-6.5260	-0.3760	126	50	194
1	1	17	87	2025-03-10 09:00:02.485714	1500.0000	743.2667	1.7722	-0.005229	-3.3780	-0.6070	124	51	191
1	1	17	88	2025-03-10 09:00:02.514286	1500.0000	743.4216	1.8316	0.057328	-3.8172	0.1549	126	52	188
1	1	17	89	2025-03-10 09:00:02.542857	1500.0000	744.5831	1.9169	0.131564	-8.9078	1.1615	125	52	189
1	1	17	90	2025-03-10 09:00:02.571429	1500.0000	745.3449	1.6857	0.066997	-2.6449	0.7618	123	52	188
1	1	17	91	2025-03-10 09:00:02.600000	1500.0000	745.6852	1.7943	0.023416	-4.7622	0.3403	124	53	188
1	1	17	92	2025-03-10 09:00:02.628571	1500.0000	745.0470	1.5440	-0.005242	-10.9272	-0.6382	124	52	191
1	1	17	93	2025-03-10 09:00:02.657143	1500.0000	745.8049	1.5112	0.006927	-4.3586	0.7579	126	52	191
1	1	17	94	2025-03-10 09:00:02.685714	1500.0000	745.8305	1.4199	0.063900	-6.3722	0.0256	126	53	189
1	1	17	95	2025-03-10 09:00:02.714286	1500.0000	746.3014	1.2753	0.069698	-7.6746	0.4709	128	52	191
1	1	17	96	2025-03-10 09:00:02.742857	1500.0000	747.0744	1.9374	0.104137	-7.8692	0.7730	129	51	193
1	1	17	97	2025-03-10 09:00:02.771429	1500.0000	747.6562	1.5875	0.098764	-6.6137	0.5817	129	51	196
1	1	17	98	2025-03-10 09:00:02.800000	1500.0000	747.9971	1.7354	0.042578	-5.9732	0.3409	128	50	195
1	1	17	99	2025-03-10 09:00:02.828571	1500.0000	748.2169	2.1816	0.105553	-5.5494	0.2198	128	49	194
1	1	17	100	2025-03-10 09:00:02.857143	1500.0000	748.0667	2.3978	0.091264	-1.5775	-0.1502	129	49	193
1	1	17	101	2025-03-10 09:00:02.885714	1500.0000	747.8265	2.4710	0.050527	-3.4224	-0.2402	128	50	191
1	1	17	102	2025-03-10 09:00:02.914286	1500.0000	747.7740	2.4554	0.017706	-5.3870	-0.0525	129	50	193
1	1	17	103	2025-03-10 09:00:02.942857	1500.0000	748.1122	3.0893	-0.060402	-6.0517	0.3381	128	51	194
1	1	17	104	2025-03-10 09:00:02.971429	1500.0000	747.4352	3.1340	-0.071733	-6.9118	-0.6769	127	51	197
1	1	17	105	2025-03-10 09:00:03.000000	1500.0000	745.7320	3.2848	-0.076424	-5.0929	-1.7033	127	52	199
1	1	17	106	2025-03-10 09:00:03.028571	1500.0000	745.7901	2.5565	-0.092785	-6.1086	0.0581	128	53	196
1	1	17	107	2025-03-10 09:00:03.057143	1500.0000	745.0423	2.3302	-0.118815	-4.6368	-0.7478	127	54	193
1	1	17	108	2025-03-10 09:00:03.085714	1500.0000	743.4000	1.8971	-0.139647	-5.6279	-1.6423	125	53	192
1	1	17	109	2025-03-10 09:00:03.114286	1500.0000	742.4717	2.0163	-0.112982	-6.0359	-0.9283	127	53	193
1	1	17	110	2025-03-10 09:00:03.142857	1500.0000	742.4725	1.6798	-0.126073	-5.1262	0.0008	128	54	191
1	1	17	111	2025-03-10 09:00:03.171429	1500.0000	741.2811	1.7915	-0.075071	-7.0088	-1.1914	129	54	193
1	1	17	112	2025-03-10 09:00:03.200000	1500.0000	740.2401	1.5583	-0.093825	-7.1439	-1.0410	129	54	196
1	1	17	113	2025-03-10 09:00:03.228571	1500.0000	740.4825	1.4448	0.028010	-5.3460	0.2424	130	55	195
1	1	17	114	2025-03-10 09:00:03.257143	1500.0000	741.4557	1.3138	-0.111806	-2.7518	0.9732	132	56	198
1	1	17	115	2025-03-10 09:00:03.285714	1500.0000	740.1297	1.0959	-0.145384	-5.7572	-1.3259	132	55	199
1	1	17	116	2025-03-10 09:00:03.314286	1500.0000	739.8588	1.1138	-0.134115	-4.7656	-0.2709	131	56	196
1	1	17	117	2025-03-10 09:00:03.342857	1500.0000	737.8418	1.4154	-0.219466	-7.7567	-2.0170	133	56	198
1	1	17	118	2025-03-10 09:00:03.371429	1500.0000	736.9670	1.5758	-0.145130	-8.8860	-0.8747	133	57	199
1	1	17	119	2025-03-10 09:00:03.400000	1500.0000	736.3599	2.1351	-0.061427	-8.7203	-0.6072	134	57	201
1	1	17	120	2025-03-10 09:00:03.428571	1500.0000	736.4009	2.1407	0.000551	-3.1792	0.0410	135	58	200
1	1	17	121	2025-03-10 09:00:03.457143	1500.0000	736.1070	2.2941	-0.035192	-7.9541	-0.2939	135	59	202
1	1	17	122	2025-03-10 09:00:03.485714	1500.0000	734.7985	2.4643	-0.066261	-4.1721	-1.3085	133	60	203
1	1	17	123	2025-03-10 09:00:03.514286	1500.0000	734.1688	2.1233	-0.043293	-5.3089	-0.6297	134	61	202
1	1	17	124	2025-03-10 09:00:03.542857	1500.0000	733.9061	2.2723	-0.058029	-5.3202	-0.2627	133	62	200
1	1	17	125	2025-03-10 09:00:03.571429	1500.0000	734.3741	2.1274	-0.058665	-4.8288	0.4680	135	62	201
1	1	17	126	2025-03-10 09:00:03.600000	1500.0000	734.1998	1.8208	-0.060071	-4.6374	-0.1743	135	61	203
1	1	17	127	2025-03-10 09:00:03.628571	1500.0000	734.8806	1.6405	-0.056646	-4.8988	0.6808	133	62	202
1	1	17	128	2025-03-10 09:00:03.657143	1500.0000	734.4289	1.6970	-0.189309	-4.0797	-0.4517	134	61	204
1	1	17	129	2025-03-10 09:00:03.685714	1500.0000	733.4872	1.6796	-0.165589	-7.2766	-0.9416	134	60	202
1	1	17	130	2025-03-10 09:00:03.714286	1500.0000	732.1944	1.2091	-0.157786	-4.9283	-1.2928	133	60	205
1	1	17	131	2025-03-10 09:00:03.742857	1500.0000	731.4359	1.2197	-0.205081	-9.2583	-0.7586	132	59	206
1	1	17	132	2025-03-10 09:00:03.771429	1500.0000	729.8639	1.7474	-0.205208	-7.0261	-1.5719	131	60	205
1	1	17	133	2025-03-10 09:00:03.800000	1500.0000	728.7493	1.9716	-0.196973	-7.4556	-1.1146	129	61	202
1	1	17	134	2025-03-10 09:00:03.828571	1500.0000	726.9114	1.2483	-0.282759	-6.0178	-1.8380	127	62	205
1	1	17	135	2025-03-10 09:00:03.857143	1500.0000	724.2973	1.6566	-0.285667	-7.7235	-2.6141	125	61	205
1	1	17	136	2025-03-10 09:00:03.885714	1500.0000	723.7129	1.0538	-0.255415	-4.7495	-0.5844	125	62	203
1	1	17	137	2025-03-10 09:00:03.914286	1500.0000	721.6733	0.7731	-0.218218	-7.4530	-2.0396	125	62	204
1	1	17	138	2025-03-10 09:00:03.942857	1500.0000	720.0325	0.5979	-0.272190	-5.1947	-1.6408	127	63	207
1	1	17	139	2025-03-10 09:00:03.971429	1500.0000	717.7778	0.8684	-0.365608	-6.5846	-2.2547	128	63	207
1	1	17	140	2025-03-10 09:00:04.000000	1500.0000	716.5790	1.3062	-0.371137	-3.8443	-1.1989	129	62	204
1	1	17	141	2025-03-10 09:00:04.028571	1500.0000	714.7875	1.5865	-0.393040	-5.7516	-1.7915	128	63	201
1	1	17	142	2025-03-10 09:00:04.057143	1500.0000	712.9876	1.3175	-0.448005	-4.0887	-1.7999	129	64	198
1	1	17	143	2025-03-10 09:00:04.085714	1500.0000	709.3121	1.6339	-0.389152	-7.8750	-3.6755	128	63	200
1	1	17	144	2025-03-10 09:00:04.114286	1500.0000	706.8257	1.8159	-0.485476	-5.3147	-2.4864	127	63	203
1	1	17	145	2025-03-10 09:00:04.142857	1500.0000	705.0308	1.5044	-0.458777	-2.2196	-1.7949	129	62	204
1	1	17	146	2025-03-10 09:00:04.171429	1500.0000	703.7449	1.4289	-0.373917	-4.0417	-1.2859	129	62	201
1	1	17	147	2025-03-10 09:00:04.200000	1500.0000	701.0339	1.3337	-0.415021	-6.1684	-2.7110	127	61	203
1	1	17	148	2025-03-10 09:00:04.228571	1500.0000	698.6048	1.2334	-0.462708	-4.7578	-2.4291	129	62	200
1	1	17	149	2025-03-10 09:00:04.257143	1500.0000	695.7995	1.1376	-0.421708	-6.0685	-2.8053	127	62	200
1	1	17	150	2025-03-10 09:00:04.285714	1500.0000	694.1781	1.1422	-0.452007	-3.2591	-1.6214	128	61	199
1	1	17	151	2025-03-10 09:00:04.314286	1500.0000	691.5388	1.0988	-0.476575	-3.6891	-2.6394	127	61	200
1	1	17	152	2025-03-10 09:00:04.342857	1500.0000	688.4734	1.1208	-0.444744	-6.6323	-3.0653	125	60	200
1	1	17	153	2025-03-10 09:00:04.371429	1500.0000	685.1130	1.4407	-0.485915	-4.9741	-3.3604	127	61	203
1	1	17	154	2025-03-10 09:00:04.400000	1500.0000	683.4786	1.1341	-0.508940	-3.1613	-1.6344	125	61	204
1	1	17	155	2025-03-10 09:00:04.428571	1500.0000	681.2668	0.9429	-0.487295	-3.8960	-2.2118	126	60	203
1	1	17	156	2025-03-10 09:00:04.457143	1500.0000	677.1691	0.7351	-0.430051	-8.6064	-4.0977	124	59	203
1	1	17	157	2025-03-10 09:00:04.485714	1500.0000	675.3349	0.8926	-0.389175	-3.3164	-1.8342	124	58	202
1	1	17	158	2025-03-10 09:00:04.514286	1500.0000	672.9166	1.0718	-0.385548	-4.4214	-2.4183	124	59	205
1	1	17	159	2025-03-10 09:00:04.542857	1500.0000	671.6325	1.2107	-0.304348	-4.8416	-1.2841	123	60	203
1	1	17	160	2025-03-10 09:00:04.571429	1500.0000	671.4937	0.7083	-0.299666	-3.3291	-0.1388	125	60	205
1	1	17	161	2025-03-10 09:00:04.600000	1500.0000	668.6088	0.3928	-0.296569	-7.6337	-2.8849	125	59	205
1	1	17	162	2025-03-10 09:00:04.628571	1500.0000	667.2979	0.7277	-0.247440	-6.5583	-1.3109	125	59	205
1	1	17	163	2025-03-10 09:00:04.657143	1500.0000	665.3627	1.1477	-0.226875	-7.7758	-1.9352	123	60	206
1	1	17	164	2025-03-10 09:00:04.685714	1500.0000	663.4210	1.4079	-0.282552	-4.8323	-1.9417	125	61	204
1	1	17	165	2025-03-10 09:00:04.714286	1500.0000	661.9684	1.4949	-0.315810	-5.2765	-1.4526	123	61	206
1	1	17	166	2025-03-10 09:00:04.742857	1500.0000	660.2882	1.8599	-0.253622	-7.9790	-1.6801	125	60	205
1	1	17	167	2025-03-10 09:00:04.771429	1500.0000	658.6702	2.0078	-0.257071	-4.9948	-1.6181	127	59	208
1	1	17	168	2025-03-10 09:00:04.800000	1500.0000	657.9032	1.8348	-0.287785	-4.1780	-0.7670	129	58	207
1	1	17	169	2025-03-10 09:00:04.828571	1500.0000	656.0486	1.7057	-0.262870	-8.6407	-1.8546	130	57	208
1	1	17	170	2025-03-10 09:00:04.857143	1500.0000	654.4141	1.6314	-0.268251	-4.3315	-1.6345	132	56	210
1	1	17	171	2025-03-10 09:00:04.885714	1500.0000	653.6618	1.6609	-0.245219	-4.1893	-0.7523	131	56	213
1	1	17	172	2025-03-10 09:00:04.914286	1500.0000	652.1165	1.7384	-0.280925	-6.0135	-1.5453	133	57	214
1	1	17	173	2025-03-10 09:00:04.942857	1500.0000	649.8494	1.5802	-0.300068	-7.5214	-2.2671	134	56	212
1	1	17	174	2025-03-10 09:00:04.971429	1500.0000	646.7628	1.5640	-0.267728	-7.7100	-3.0865	134	57	214
1	1	17	175	2025-03-10 09:00:05.000000	1500.0000	644.8626	2.0506	-0.282430	-6.4655	-1.9003	135	56	215
1	1	17	176	2025-03-10 09:00:05.028571	1500.0000	640.7845	2.2062	-0.273603	-10.9961	-4.0781	137	56	215
1	1	17	177	2025-03-10 09:00:05.057143	1500.0000	638.9694	2.2005	-0.202909	-5.4299	-1.8150	136	55	218
1	1	17	178	2025-03-10 09:00:05.085714	1500.0000	638.1708	1.7174	-0.283302	-3.9181	-0.7987	138	54	217
1	1	17	179	2025-03-10 09:00:05.114286	1500.0000	636.2137	1.8302	-0.198861	-7.0321	-1.9571	139	53	215
1	1	17	180	2025-03-10 09:00:05.142857	1500.0000	635.6511	1.5991	-0.156574	-2.6453	-0.5626	140	52	214
1	1	17	181	2025-03-10 09:00:05.171429	1500.0000	635.4975	1.8762	-0.127265	-6.6608	-0.1536	140	51	212
1	1	17	182	2025-03-10 09:00:05.200000	1500.0000	635.5269	1.8949	-0.018821	-6.1344	0.0294	142	50	209
1	1	17	183	2025-03-10 09:00:05.228571	1500.0000	635.6741	2.4698	-0.075001	-7.4048	0.1472	144	51	209
1	1	17	184	2025-03-10 09:00:05.257143	1500.0000	635.5159	2.0028	-0.043438	-7.0044	-0.1582	145	50	206
1	1	17	185	2025-03-10 09:00:05.285714	1500.0000	634.8231	1.9076	-0.000541	-6.7164	-0.6928	147	49	208
1	1	17	186	2025-03-10 09:00:05.314286	1500.0000	634.8255	1.5238	0.032286	-7.3794	0.0024	145	50	207
1	1	17	187	2025-03-10 09:00:05.342857	1500.0000	633.9046	1.4826	0.069268	-8.4587	-0.9208	147	49	207
1	1	17	188	2025-03-10 09:00:05.371429	1500.0000	634.6638	1.4778	0.079705	-5.1896	0.7591	145	49	205
1	1	17	189	2025-03-10 09:00:05.400000	1500.0000	634.9599	0.9932	0.032714	-4.9966	0.2962	145	48	202
1	1	17	190	2025-03-10 09:00:05.428571	1500.0000	634.2645	0.6567	0.005465	-6.8679	-0.6954	146	49	200
1	1	17	191	2025-03-10 09:00:05.457143	1500.0000	633.5827	0.3293	-0.123462	-6.0572	-0.6818	146	48	197
1	1	17	192	2025-03-10 09:00:05.485714	1500.0000	633.7868	0.0000	-0.096857	-1.7901	0.2040	147	48	194
1	1	17	193	2025-03-10 09:00:05.514286	1500.0000	632.9912	0.4090	-0.042006	-5.6960	-0.7955	147	48	191
1	1	17	194	2025-03-10 09:00:05.542857	1500.0000	633.2060	0.6719	-0.025656	-3.5218	0.2147	146	48	193
1	1	17	195	2025-03-10 09:00:05.571429	1500.0000	632.2586	0.6067	-0.037944	-1.4731	-0.9473	147	47	193
1	1	17	196	2025-03-10 09:00:05.600000	1500.0000	631.7123	0.9933	-0.112290	-3.3225	-0.5463	147	47	194
1	1	17	197	2025-03-10 09:00:05.628571	1500.0000	630.7596	1.1060	-0.076835	-5.4436	-0.9527	147	48	194
1	1	17	198	2025-03-10 09:00:05.657143	1500.0000	629.5642	0.9209	-0.098332	-11.6601	-1.1953	146	47	192
1	1	17	199	2025-03-10 09:00:05.685714	1500.0000	628.2850	0.9799	-0.134462	-7.0669	-1.2793	145	48	191
1	1	17	200	2025-03-10 09:00:05.714286	1500.0000	626.2822	0.7053	-0.213602	-9.7846	-2.0028	146	47	192
1	1	17	201	2025-03-10 09:00:05.742857	1500.0000	624.6939	0.9282	-0.198702	-7.4618	-1.5883	144	46	194
1	1	17	202	2025-03-10 09:00:05.771429	1500.0000	623.1321	1.0013	-0.175086	-8.3116	-1.5618	143	47	193
1	1	17	203	2025-03-10 09:00:05.800000	1500.0000	622.3430	1.1555	-0.252151	-1.6816	-0.7891	141	47	191
1	1	17	204	2025-03-10 09:00:05.828571	1500.0000	621.7647	1.3042	-0.208514	-5.2521	-0.5783	141	48	188
1	1	17	205	2025-03-10 09:00:05.857143	1500.0000	620.6023	1.4712	-0.244724	-4.1648	-1.1624	140	48	189
1	1	17	206	2025-03-10 09:00:05.885714	1500.0000	617.6730	1.1875	-0.221349	-11.5365	-2.9293	142	48	189
1	1	17	207	2025-03-10 09:00:05.914286	1500.0000	616.0217	1.1051	-0.219572	-6.0762	-1.6513	142	48	191
1	1	17	208	2025-03-10 09:00:05.942857	1500.0000	614.2708	1.8242	-0.231441	-3.6195	-1.7509	140	48	191
1	1	17	209	2025-03-10 09:00:05.971429	1500.0000	614.0067	1.4618	-0.171562	-4.7259	-0.2641	142	47	194
1	1	17	210	2025-03-10 09:00:06.000000	1500.0000	613.2549	1.5847	-0.119522	-5.6554	-0.7518	141	46	193
1	1	17	211	2025-03-10 09:00:06.028571	1500.0000	613.1026	1.4671	-0.099253	-7.1327	-0.1523	141	45	192
1	1	17	212	2025-03-10 09:00:06.057143	1500.0000	613.1749	1.3671	-0.057831	-10.5980	0.0723	140	46	193
1	1	17	213	2025-03-10 09:00:06.085714	1500.0000	612.4956	0.9651	-0.072416	-8.2449	-0.6793	142	45	196
1	1	17	214	2025-03-10 09:00:06.114286	1500.0000	611.9061	0.9461	-0.058925	-6.1831	-0.5895	144	45	197
1	1	17	215	2025-03-10 09:00:06.142857	1500.0000	611.5069	0.7683	-0.024665	-4.0405	-0.3992	144	45	195
1	1	17	216	2025-03-10 09:00:06.171429	1500.0000	611.6959	1.0685	0.000938	-3.0806	0.1890	145	45	193
1	1	17	217	2025-03-10 09:00:06.200000	1500.0000	612.0905	0.8674	0.020720	-5.6358	0.3946	145	45	191
1	1	17	218	2025-03-10 09:00:06.228571	1500.0000	612.4098	1.1028	0.024747	-3.8906	0.3192	144	44	188
1	1	17	219	2025-03-10 09:00:06.257143	1500.0000	612.4725	0.9525	0.062777	-5.9736	0.0628	143	44	189
1	1	17	220	2025-03-10 09:00:06.285714	1500.0000	614.1395	0.3492	0.056924	-5.6114	1.6670	144	43	186
